record_id,timestamp,intersection_id,intersection_name_simulated,intersection_type,lane,estimated_vehicle_class,speed_limit_kmh,speed_kmh,radial_speed_kmh,speed_excess_kmh,speeding_flag,severe_speeding_flag,range_m,direction_deg,longitudinal_accel_m_s2,traffic_density_veh_min,occupancy_pct,signal_state,near_conflict_flag,risk_score_0_10,risk_level,potential_high_risk_event,accidents_12m,fatalities_12m,injuries_12m,serious_injuries_12m
RAD-019888,2026-09-07 06:34:55,INT007,Carrera_65_Calle_30,Semaforizada,2,Automovil,50,63.9,58.3,13.9,1,0,44.4,111.1,-0.26,7.5,24.6,Rojo,0,5.43,Medio,0,6,2,15,2
RAD-004967,2026-09-07 06:35:52,INT009,Calle_50_Carrera_43,Semaforizada,4,Automovil,50,64.1,-52.1,14.1,1,0,87.6,46.6,0.37,14.9,46.0,Verde,1,7.38,Alto,1,7,3,20,3
RAD-014942,2026-09-07 06:38:24,INT011,Carrera_70_Calle_48,Zona_residencial,2,Motocicleta,30,42.3,-38.1,12.3,1,0,109.3,91.4,1.34,14.7,37.1,No_aplica,1,7.85,Alto,1,6,2,19,3
RAD-019185,2026-09-07 06:39:50,INT009,Calle_50_Carrera_43,Semaforizada,1,Camioneta,50,50.7,37.7,0.7,1,0,68.5,85.8,1.53,14.1,42.7,Rojo,0,7.62,Alto,0,7,3,20,3
RAD-022131,2026-09-07 06:42:51,INT010,Carrera_52_Calle_44,Zona_residencial,3,Automovil,30,14.3,-11.8,0.0,0,0,43.3,66.2,-0.71,7.6,17.5,No_aplica,0,4.48,Medio,0,5,2,16,2
RAD-020024,2026-09-07 06:44:53,INT003,Av_El_Poblado_Calle_10,Semaforizada,1,Automovil,50,60.3,59.9,10.3,1,0,89.9,179.4,-0.29,13.2,48.2,Verde,0,6.57,Alto,0,7,2,18,3
RAD-000901,2026-09-07 06:45:32,INT007,Carrera_65_Calle_30,Semaforizada,2,Motocicleta,50,40.3,30.1,0.0,0,0,52.8,195.5,-0.72,10.0,35.5,Verde,0,5.27,Medio,0,6,2,15,2
RAD-003072,2026-09-07 06:45:45,INT001,Av_Regional_Calle_10,Semaforizada,3,Automovil,50,56.2,-44.4,6.2,1,0,113.3,11.6,-0.47,11.2,28.0,Verde,0,3.46,Bajo,0,6,2,14,2
RAD-024701,2026-09-07 06:49:29,INT004,Av_Oriental_Calle_52,Semaforizada,1,Motocicleta,50,57.6,56.8,7.6,1,0,23.4,73.0,0.52,6.1,18.7,Verde,1,8.56,Critico,1,8,3,21,4
RAD-016829,2026-09-07 06:50:17,INT011,Carrera_70_Calle_48,Zona_residencial,3,Camioneta,30,26.2,-25.4,0.0,0,0,11.0,170.8,-0.23,7.1,18.3,No_aplica,0,4.28,Medio,0,6,2,19,3
RAD-001929,2026-09-07 06:52:17,INT011,Carrera_70_Calle_48,Zona_residencial,2,Camioneta,30,27.9,23.9,0.0,0,0,89.5,19.8,-0.75,9.7,36.6,No_aplica,0,6.6,Alto,0,6,2,19,3
RAD-023657,2026-09-07 06:56:09,INT007,Carrera_65_Calle_30,Semaforizada,1,Motocicleta,50,64.2,-64.2,14.2,1,0,46.0,111.4,-1.01,12.3,36.0,Verde,0,6.88,Alto,0,6,2,15,2
RAD-016032,2026-09-07 06:57:21,INT008,Calle_33_Carrera_76,No_semaforizada,3,Motocicleta,50,50.2,36.5,0.2,1,0,16.1,57.7,0.39,1.5,4.4,No_aplica,0,3.97,Medio,0,5,2,13,2
RAD-000453,2026-09-07 06:58:07,INT004,Av_Oriental_Calle_52,Semaforizada,3,Camioneta,50,50.0,-46.0,0.0,0,0,94.1,291.6,-0.42,9.5,26.3,Verde,0,6.76,Alto,0,8,3,21,4
RAD-000849,2026-09-07 06:58:09,INT002,Av_80_Calle_33,Semaforizada,3,Automovil,50,48.7,-47.3,0.0,0,0,79.0,90.6,-0.25,13.7,35.8,Rojo,0,3.26,Bajo,0,5,1,11,1
RAD-012840,2026-09-07 07:01:39,INT007,Carrera_65_Calle_30,Semaforizada,4,Automovil,50,59.1,-48.9,9.1,1,0,35.9,339.6,0.29,9.7,32.9,Verde,0,6.68,Alto,0,6,2,15,2
RAD-009002,2026-09-07 07:01:40,INT009,Calle_50_Carrera_43,Semaforizada,2,Automovil,50,53.3,-44.8,3.3,1,0,36.0,9.8,1.26,16.9,42.2,Verde,1,7.65,Alto,1,7,3,20,3
RAD-003742,2026-09-07 07:02:11,INT010,Carrera_52_Calle_44,Zona_residencial,3,Motocicleta,30,28.2,-26.0,0.0,0,0,35.8,156.2,0.07,10.4,28.4,No_aplica,0,7.03,Alto,0,5,2,16,2
RAD-011898,2026-09-07 07:07:42,INT004,Av_Oriental_Calle_52,Semaforizada,1,Automovil,50,48.9,-35.5,0.0,0,0,41.8,355.4,-0.11,9.8,37.0,Rojo,0,6.68,Alto,0,8,3,21,4
RAD-024484,2026-09-07 07:08:25,INT002,Av_80_Calle_33,Semaforizada,2,Automovil,50,47.6,-43.5,0.0,0,0,99.9,347.8,2.6,17.1,37.5,Amarillo,0,5.95,Medio,0,5,1,11,1
RAD-014478,2026-09-07 07:09:55,INT004,Av_Oriental_Calle_52,Semaforizada,3,Motocicleta,50,45.4,-34.8,0.0,0,0,71.0,278.5,0.52,11.5,24.7,Rojo,1,7.6,Alto,1,8,3,21,4
RAD-021585,2026-09-07 07:12:36,INT004,Av_Oriental_Calle_52,Semaforizada,4,Motocicleta,50,57.2,46.0,7.2,1,0,37.0,147.5,1.14,15.3,48.1,Verde,1,10.0,Critico,1,8,3,21,4
RAD-013440,2026-09-07 07:13:48,INT004,Av_Oriental_Calle_52,Semaforizada,1,Motocicleta,50,57.6,49.8,7.6,1,0,22.6,347.8,0.2,8.9,24.7,Verde,0,5.66,Medio,0,8,3,21,4
RAD-014123,2026-09-07 07:14:41,INT001,Av_Regional_Calle_10,Semaforizada,3,Automovil,50,57.9,-57.5,7.9,1,0,84.7,0.1,0.89,13.5,43.6,Verde,0,3.85,Medio,0,6,2,14,2
RAD-019675,2026-09-07 07:17:21,INT002,Av_80_Calle_33,Semaforizada,2,Automovil,50,48.4,40.5,0.0,0,0,104.8,189.6,-0.29,7.9,29.3,Verde,0,4.35,Medio,0,5,1,11,1
RAD-017140,2026-09-07 07:18:06,INT001,Av_Regional_Calle_10,Semaforizada,2,Bus,50,44.1,-38.0,0.0,0,0,79.6,170.3,-1.05,6.6,19.5,Verde,0,2.39,Bajo,0,6,2,14,2
RAD-019936,2026-09-07 07:18:47,INT003,Av_El_Poblado_Calle_10,Semaforizada,4,Automovil,50,51.2,-43.3,1.2,1,0,94.6,315.9,-0.81,5.2,16.3,Verde,0,4.51,Medio,0,7,2,18,3
RAD-011943,2026-09-07 07:19:36,INT003,Av_El_Poblado_Calle_10,Semaforizada,3,Automovil,50,43.5,-32.4,0.0,0,0,19.3,93.1,-1.51,13.1,48.4,Verde,0,6.1,Medio,0,7,2,18,3
RAD-024663,2026-09-07 07:19:40,INT010,Carrera_52_Calle_44,Zona_residencial,4,Automovil,30,19.8,15.5,0.0,0,0,110.1,106.2,2.38,10.7,35.1,No_aplica,0,6.64,Alto,0,5,2,16,2
RAD-010229,2026-09-07 07:21:19,INT004,Av_Oriental_Calle_52,Semaforizada,4,Motocicleta,50,61.1,47.6,11.1,1,0,71.5,274.2,-0.94,9.6,26.4,Verde,1,7.18,Alto,1,8,3,21,4
RAD-001996,2026-09-07 07:22:18,INT010,Carrera_52_Calle_44,Zona_residencial,4,Automovil,30,32.9,-27.6,2.9,1,0,10.6,110.9,0.26,8.8,28.7,No_aplica,0,5.24,Medio,0,5,2,16,2
RAD-015664,2026-09-07 07:23:17,INT004,Av_Oriental_Calle_52,Semaforizada,4,Camioneta,50,54.3,41.6,4.3,1,0,79.8,158.6,1.38,12.6,39.5,Rojo,1,9.01,Critico,1,8,3,21,4
RAD-004645,2026-09-07 07:24:59,INT005,Av_80_Calle_30,No_semaforizada,2,Motocicleta,50,55.6,50.4,5.6,1,0,72.7,194.3,2.06,9.1,32.3,No_aplica,0,5.69,Medio,0,4,1,9,1
RAD-011013,2026-09-07 07:25:39,INT002,Av_80_Calle_33,Semaforizada,3,Automovil,50,52.5,-50.3,2.5,1,0,69.4,216.6,-0.92,9.5,23.6,Verde,0,5.13,Medio,0,5,1,11,1
RAD-000229,2026-09-07 07:26:22,INT010,Carrera_52_Calle_44,Zona_residencial,4,Motocicleta,30,20.2,18.2,0.0,0,0,61.7,276.3,-1.44,13.6,32.6,No_aplica,0,5.89,Medio,0,5,2,16,2
RAD-013899,2026-09-07 07:27:04,INT012,Carrera_30_Calle_10,Zona_escolar,2,Automovil,30,28.8,26.7,0.0,0,0,50.5,54.0,-0.94,6.7,15.1,No_aplica,0,3.63,Medio,0,4,1,10,1
RAD-012481,2026-09-07 07:28:13,INT004,Av_Oriental_Calle_52,Semaforizada,2,Motocicleta,50,48.7,-39.4,0.0,0,0,101.6,293.6,-1.3,11.1,34.1,Amarillo,1,7.69,Alto,1,8,3,21,4
RAD-008177,2026-09-07 07:28:17,INT011,Carrera_70_Calle_48,Zona_residencial,4,Automovil,30,27.9,-20.9,0.0,0,0,72.4,287.4,1.62,10.4,33.1,No_aplica,0,6.46,Medio,0,6,2,19,3
RAD-003917,2026-09-07 07:28:32,INT008,Calle_33_Carrera_76,No_semaforizada,4,Automovil,50,44.0,-39.6,0.0,0,0,46.9,125.8,-1.05,16.8,60.6,No_aplica,0,3.78,Medio,0,5,2,13,2
RAD-015412,2026-09-07 07:28:50,INT004,Av_Oriental_Calle_52,Semaforizada,3,Automovil,50,57.7,-54.3,7.7,1,0,39.4,74.2,-0.1,7.2,21.8,Rojo,1,9.25,Critico,1,8,3,21,4
RAD-001760,2026-09-07 07:29:15,INT010,Carrera_52_Calle_44,Zona_residencial,1,Motocicleta,30,26.3,-21.4,0.0,0,0,66.3,344.0,0.21,6.6,14.0,No_aplica,0,6.51,Alto,0,5,2,16,2
RAD-004814,2026-09-07 07:29:25,INT002,Av_80_Calle_33,Semaforizada,3,Motocicleta,50,47.0,45.3,0.0,0,0,51.9,309.7,-0.14,13.1,37.3,Verde,0,4.57,Medio,0,5,1,11,1
RAD-024983,2026-09-07 07:30:18,INT004,Av_Oriental_Calle_52,Semaforizada,4,Bus,50,53.7,39.9,3.7,1,0,94.2,242.4,0.89,9.0,25.9,Verde,0,6.34,Medio,0,8,3,21,4
RAD-016605,2026-09-07 07:33:33,INT010,Carrera_52_Calle_44,Zona_residencial,4,Automovil,30,28.7,-27.0,0.0,0,0,51.9,296.7,0.75,13.2,40.1,No_aplica,0,2.17,Bajo,0,5,2,16,2
RAD-008327,2026-09-07 07:34:15,INT005,Av_80_Calle_30,No_semaforizada,2,Automovil,50,54.4,51.1,4.4,1,0,9.0,356.5,-1.64,12.8,39.4,No_aplica,0,4.03,Medio,0,4,1,9,1
RAD-011985,2026-09-07 07:35:26,INT003,Av_El_Poblado_Calle_10,Semaforizada,3,Automovil,50,55.8,50.9,5.8,1,0,35.1,337.5,-1.97,12.2,28.5,Rojo,1,7.98,Alto,1,7,2,18,3
RAD-004192,2026-09-07 07:37:12,INT004,Av_Oriental_Calle_52,Semaforizada,2,Motocicleta,50,54.5,-53.3,4.5,1,0,64.6,281.7,-0.01,13.2,48.3,Rojo,1,7.97,Alto,1,8,3,21,4
RAD-024291,2026-09-07 07:39:49,INT009,Calle_50_Carrera_43,Semaforizada,1,Automovil,50,50.0,-47.1,0.0,0,0,51.1,62.2,-1.55,10.6,33.8,Verde,1,8.07,Critico,1,7,3,20,3
RAD-020597,2026-09-07 07:39:52,INT005,Av_80_Calle_30,No_semaforizada,1,Automovil,50,47.1,-42.2,0.0,0,0,17.6,321.7,0.45,10.1,26.4,No_aplica,0,3.28,Bajo,0,4,1,9,1
RAD-001476,2026-09-07 07:40:12,INT001,Av_Regional_Calle_10,Semaforizada,2,Automovil,50,48.8,38.6,0.0,0,0,71.2,316.8,0.01,7.7,16.4,Verde,0,1.83,Bajo,0,6,2,14,2
RAD-005732,2026-09-07 07:40:31,INT011,Carrera_70_Calle_48,Zona_residencial,1,Bus,30,26.3,-20.3,0.0,0,0,80.3,77.4,0.68,11.9,27.3,No_aplica,0,6.18,Medio,0,6,2,19,3
RAD-010126,2026-09-07 07:41:13,INT004,Av_Oriental_Calle_52,Semaforizada,4,Camioneta,50,51.2,-47.0,1.2,1,0,29.3,212.7,1.46,9.4,22.2,Verde,0,6.24,Medio,0,8,3,21,4
RAD-000830,2026-09-07 07:42:56,INT001,Av_Regional_Calle_10,Semaforizada,2,Camioneta,50,45.0,32.9,0.0,0,0,112.3,63.3,-1.75,9.3,24.6,Rojo,0,5.4,Medio,0,6,2,14,2
RAD-023795,2026-09-07 07:46:44,INT008,Calle_33_Carrera_76,No_semaforizada,1,Automovil,50,46.4,43.1,0.0,0,0,33.4,268.9,-1.15,10.1,34.5,No_aplica,0,4.73,Medio,0,5,2,13,2
RAD-011484,2026-09-07 07:47:41,INT004,Av_Oriental_Calle_52,Semaforizada,1,Automovil,50,37.6,-29.0,0.0,0,0,54.5,36.9,0.99,7.4,28.0,Rojo,0,5.8,Medio,0,8,3,21,4
RAD-008048,2026-09-07 07:47:46,INT003,Av_El_Poblado_Calle_10,Semaforizada,1,Motocicleta,50,43.6,-33.4,0.0,0,0,79.5,300.8,1.7,10.6,36.4,Amarillo,0,6.93,Alto,0,7,2,18,3
RAD-008475,2026-09-07 07:47:52,INT010,Carrera_52_Calle_44,Zona_residencial,3,Motocicleta,30,45.5,-43.1,15.5,1,1,113.8,345.5,0.06,12.0,30.2,No_aplica,0,6.22,Medio,1,5,2,16,2
RAD-001543,2026-09-07 07:47:58,INT003,Av_El_Poblado_Calle_10,Semaforizada,2,Camioneta,50,56.2,42.8,6.2,1,0,84.8,2.6,2.25,10.8,33.8,Verde,1,7.24,Alto,1,7,2,18,3
RAD-017831,2026-09-07 07:50:14,INT011,Carrera_70_Calle_48,Zona_residencial,4,Camioneta,30,24.8,20.5,0.0,0,0,99.0,332.6,-0.45,13.7,43.0,No_aplica,0,6.77,Alto,0,6,2,19,3
RAD-014005,2026-09-07 07:50:47,INT008,Calle_33_Carrera_76,No_semaforizada,2,Automovil,50,36.7,29.1,0.0,0,0,97.2,348.8,0.06,12.9,37.3,No_aplica,0,3.86,Medio,0,5,2,13,2
RAD-021838,2026-09-07 07:52:03,INT003,Av_El_Poblado_Calle_10,Semaforizada,4,Automovil,50,67.9,50.8,17.9,1,1,80.9,7.9,0.37,10.6,30.2,Verde,0,5.81,Medio,1,7,2,18,3
RAD-016074,2026-09-07 07:52:38,INT003,Av_El_Poblado_Calle_10,Semaforizada,2,Automovil,50,51.7,41.8,1.7,1,0,23.5,42.9,0.29,12.6,44.8,Rojo,0,5.99,Medio,0,7,2,18,3
RAD-001784,2026-09-07 07:52:42,INT009,Calle_50_Carrera_43,Semaforizada,1,Automovil,50,65.2,-61.1,15.2,1,1,55.0,345.6,1.13,10.0,22.6,Rojo,1,9.59,Critico,1,7,3,20,3
RAD-020902,2026-09-07 07:53:16,INT003,Av_El_Poblado_Calle_10,Semaforizada,2,Motocicleta,50,46.8,-34.9,0.0,0,0,97.2,24.0,1.17,12.2,27.6,Rojo,0,5.55,Medio,0,7,2,18,3
RAD-002397,2026-09-07 07:54:31,INT002,Av_80_Calle_33,Semaforizada,4,Camioneta,50,36.4,-28.6,0.0,0,0,79.8,341.1,-1.58,7.4,19.7,Rojo,0,5.96,Medio,0,5,1,11,1
RAD-013272,2026-09-07 08:00:04,INT010,Carrera_52_Calle_44,Zona_residencial,2,Automovil,30,31.7,29.9,1.7,1,0,21.5,329.4,2.04,13.3,42.5,No_aplica,1,7.17,Alto,1,5,2,16,2
RAD-023356,2026-09-07 08:01:16,INT011,Carrera_70_Calle_48,Zona_residencial,4,Automovil,30,13.5,-13.3,0.0,0,0,12.8,90.6,-0.15,11.9,25.8,No_aplica,0,5.51,Medio,0,6,2,19,3
RAD-001372,2026-09-07 08:01:48,INT004,Av_Oriental_Calle_52,Semaforizada,4,Automovil,50,45.1,35.4,0.0,0,0,86.0,21.1,0.4,11.3,34.8,Verde,0,6.81,Alto,0,8,3,21,4
RAD-009858,2026-09-07 08:02:14,INT006,Av_Las_Vegas_Calle_10,Glorieta,2,Automovil,50,40.8,-30.3,0.0,0,0,98.5,172.7,0.45,14.4,35.9,No_aplica,0,2.63,Bajo,0,3,1,7,1
RAD-010192,2026-09-07 08:03:56,INT003,Av_El_Poblado_Calle_10,Semaforizada,4,Automovil,50,55.3,-51.9,5.3,1,0,73.4,206.4,-0.19,11.5,24.5,Rojo,1,8.21,Critico,1,7,2,18,3
RAD-015255,2026-09-07 08:04:44,INT007,Carrera_65_Calle_30,Semaforizada,1,Bus,50,35.4,34.5,0.0,0,0,29.7,28.0,1.16,10.7,37.5,Verde,0,5.0,Medio,0,6,2,15,2
RAD-009730,2026-09-07 08:06:17,INT010,Carrera_52_Calle_44,Zona_residencial,1,Bus,30,19.1,14.1,0.0,0,0,69.6,241.6,-0.72,13.8,42.0,No_aplica,0,7.32,Alto,0,5,2,16,2
RAD-007319,2026-09-07 08:06:38,INT004,Av_Oriental_Calle_52,Semaforizada,2,Automovil,50,40.7,37.4,0.0,0,0,20.3,58.7,-2.73,8.3,25.3,Verde,1,7.61,Alto,1,8,3,21,4
RAD-006802,2026-09-07 08:08:04,INT002,Av_80_Calle_33,Semaforizada,4,Motocicleta,50,45.4,37.0,0.0,0,0,67.9,261.3,-0.26,10.6,28.1,Verde,0,2.81,Bajo,0,5,1,11,1
RAD-003240,2026-09-07 08:08:45,INT007,Carrera_65_Calle_30,Semaforizada,2,Camion,50,48.8,-42.6,0.0,0,0,113.7,174.8,1.15,11.8,26.0,Rojo,0,5.69,Medio,0,6,2,15,2
RAD-020525,2026-09-07 08:10:00,INT002,Av_80_Calle_33,Semaforizada,3,Bus,50,52.6,41.2,2.6,1,0,31.5,17.3,1.84,12.7,45.1,Rojo,0,4.37,Medio,0,5,1,11,1
RAD-015101,2026-09-07 08:10:02,INT009,Calle_50_Carrera_43,Semaforizada,1,Automovil,50,37.0,-31.8,0.0,0,0,113.5,247.4,0.37,13.9,30.5,Rojo,1,7.96,Alto,1,7,3,20,3
RAD-016670,2026-09-07 08:10:09,INT005,Av_80_Calle_30,No_semaforizada,3,Motocicleta,50,56.1,-54.5,6.1,1,0,112.6,111.1,-2.09,9.0,29.0,No_aplica,0,6.3,Medio,0,4,1,9,1
RAD-024266,2026-09-07 08:10:24,INT012,Carrera_30_Calle_10,Zona_escolar,1,Camioneta,30,17.3,13.3,0.0,0,0,113.5,187.1,-1.42,2.5,6.9,No_aplica,0,4.61,Medio,0,4,1,10,1
RAD-008638,2026-09-07 08:11:51,INT004,Av_Oriental_Calle_52,Semaforizada,3,Camion,50,51.7,49.0,1.7,1,0,88.3,235.3,1.55,12.2,40.6,Verde,1,7.58,Alto,1,8,3,21,4
RAD-000214,2026-09-07 08:15:01,INT003,Av_El_Poblado_Calle_10,Semaforizada,1,Bus,50,54.1,-50.5,4.1,1,0,18.8,39.5,-0.59,12.8,45.7,Rojo,1,7.44,Alto,1,7,2,18,3
RAD-008423,2026-09-07 08:16:58,INT009,Calle_50_Carrera_43,Semaforizada,3,Camioneta,50,54.1,-49.0,4.1,1,0,99.6,301.7,-0.32,3.8,13.3,Rojo,0,6.28,Medio,0,7,3,20,3
RAD-018271,2026-09-07 08:18:07,INT001,Av_Regional_Calle_10,Semaforizada,4,Automovil,50,44.3,-38.7,0.0,0,0,11.2,158.5,-1.39,10.8,30.2,Rojo,0,5.39,Medio,0,6,2,14,2
RAD-001579,2026-09-07 08:20:50,INT001,Av_Regional_Calle_10,Semaforizada,4,Bus,50,60.2,-48.6,10.2,1,0,112.7,98.3,0.49,9.6,31.5,Amarillo,0,4.84,Medio,0,6,2,14,2
RAD-015191,2026-09-07 08:24:26,INT008,Calle_33_Carrera_76,No_semaforizada,4,Automovil,50,52.5,41.9,2.5,1,0,94.3,63.4,-1.62,12.5,26.3,No_aplica,0,5.58,Medio,0,5,2,13,2
RAD-018921,2026-09-07 08:32:57,INT003,Av_El_Poblado_Calle_10,Semaforizada,3,Motocicleta,50,37.8,-31.2,0.0,0,0,26.0,145.7,-0.2,9.0,29.9,Verde,0,3.76,Medio,0,7,2,18,3
RAD-006112,2026-09-07 08:38:14,INT009,Calle_50_Carrera_43,Semaforizada,4,Motocicleta,50,55.8,48.0,5.8,1,0,81.3,188.7,0.66,13.3,49.5,Verde,0,6.9,Alto,0,7,3,20,3
RAD-015462,2026-09-07 08:40:10,INT007,Carrera_65_Calle_30,Semaforizada,3,Camioneta,50,62.8,53.5,12.8,1,0,68.4,160.9,-0.62,8.5,31.2,Rojo,0,8.79,Critico,0,6,2,15,2
RAD-008461,2026-09-07 08:42:56,INT002,Av_80_Calle_33,Semaforizada,4,Automovil,50,51.9,-46.1,1.9,1,0,37.3,190.8,-0.6,7.6,19.8,Rojo,0,5.55,Medio,0,5,1,11,1
RAD-013333,2026-09-07 08:48:09,INT002,Av_80_Calle_33,Semaforizada,3,Bus,50,38.3,-30.0,0.0,0,0,93.3,359.6,-1.88,11.6,33.8,Verde,0,6.92,Alto,0,5,1,11,1
RAD-023595,2026-09-07 08:49:14,INT004,Av_Oriental_Calle_52,Semaforizada,3,Motocicleta,50,51.6,-43.8,1.6,1,0,108.0,306.8,3.83,16.7,48.9,Verde,1,8.73,Critico,1,8,3,21,4
RAD-012427,2026-09-07 08:50:31,INT001,Av_Regional_Calle_10,Semaforizada,2,Motocicleta,50,40.4,-37.0,0.0,0,0,11.9,285.7,-2.27,12.6,35.1,Verde,0,4.25,Medio,0,6,2,14,2
RAD-003067,2026-09-07 08:52:39,INT007,Carrera_65_Calle_30,Semaforizada,3,Motocicleta,50,40.5,31.4,0.0,0,0,67.3,210.5,1.83,15.1,38.4,Verde,0,5.83,Medio,0,6,2,15,2
RAD-005050,2026-09-07 08:53:33,INT003,Av_El_Poblado_Calle_10,Semaforizada,4,Motocicleta,50,45.7,41.5,0.0,0,0,26.5,276.6,1.02,12.1,25.7,Verde,0,2.74,Bajo,0,7,2,18,3
RAD-004860,2026-09-07 08:55:13,INT004,Av_Oriental_Calle_52,Semaforizada,1,Automovil,50,35.2,33.2,0.0,0,0,35.5,69.3,0.08,6.1,15.4,Verde,0,3.57,Medio,0,8,3,21,4
RAD-004149,2026-09-07 08:56:05,INT003,Av_El_Poblado_Calle_10,Semaforizada,4,Automovil,50,43.5,34.1,0.0,0,0,40.0,315.1,0.33,10.3,30.5,Verde,1,7.04,Alto,1,7,2,18,3
RAD-021465,2026-09-07 08:56:06,INT010,Carrera_52_Calle_44,Zona_residencial,3,Motocicleta,30,20.5,-18.6,0.0,0,0,63.2,121.1,-0.6,16.7,48.8,No_aplica,0,5.07,Medio,0,5,2,16,2
RAD-001323,2026-09-07 08:57:59,INT006,Av_Las_Vegas_Calle_10,Glorieta,3,Camioneta,50,44.7,-40.7,0.0,0,0,64.8,213.8,-0.14,10.2,37.9,No_aplica,0,1.64,Bajo,0,3,1,7,1
RAD-013560,2026-09-07 08:59:59,INT006,Av_Las_Vegas_Calle_10,Glorieta,2,Camion,50,54.4,-47.7,4.4,1,0,77.8,19.8,-0.74,10.7,27.5,No_aplica,0,3.86,Medio,0,3,1,7,1
RAD-011523,2026-09-07 09:01:59,INT003,Av_El_Poblado_Calle_10,Semaforizada,1,Motocicleta,50,53.4,43.4,3.4,1,0,11.9,314.3,-2.5,8.4,26.4,Verde,0,7.13,Alto,0,7,2,18,3
RAD-013617,2026-09-07 09:02:04,INT005,Av_80_Calle_30,No_semaforizada,1,Motocicleta,50,50.2,-44.6,0.2,1,0,43.8,53.8,-0.6,7.5,18.8,No_aplica,0,5.09,Medio,0,4,1,9,1
RAD-019738,2026-09-07 09:02:17,INT009,Calle_50_Carrera_43,Semaforizada,4,Camioneta,50,52.7,-48.7,2.7,1,0,95.1,179.2,-0.55,11.1,34.7,Verde,0,4.59,Medio,0,7,3,20,3
RAD-003431,2026-09-07 09:02:19,INT005,Av_80_Calle_30,No_semaforizada,1,Motocicleta,50,54.8,41.1,4.8,1,0,51.6,127.0,0.85,8.6,19.7,No_aplica,0,3.66,Medio,0,4,1,9,1
RAD-023575,2026-09-07 09:06:24,INT012,Carrera_30_Calle_10,Zona_escolar,4,Automovil,30,32.8,27.6,2.8,1,0,41.0,91.8,-1.03,8.5,28.2,No_aplica,0,3.57,Medio,0,4,1,10,1
RAD-002751,2026-09-07 09:07:23,INT012,Carrera_30_Calle_10,Zona_escolar,3,Motocicleta,30,25.6,24.2,0.0,0,0,105.0,277.2,-2.19,4.3,9.7,No_aplica,0,3.9,Medio,0,4,1,10,1
RAD-023140,2026-09-07 09:09:09,INT005,Av_80_Calle_30,No_semaforizada,1,Camioneta,50,61.8,58.0,11.8,1,0,31.5,120.4,-0.98,5.4,14.1,No_aplica,0,5.34,Medio,0,4,1,9,1
RAD-015697,2026-09-07 09:13:57,INT004,Av_Oriental_Calle_52,Semaforizada,1,Camioneta,50,53.9,-48.1,3.9,1,0,72.5,168.6,0.69,9.0,27.5,Verde,0,4.67,Medio,0,8,3,21,4
RAD-005336,2026-09-07 09:14:17,INT004,Av_Oriental_Calle_52,Semaforizada,2,Camioneta,50,50.7,37.6,0.7,1,0,85.3,142.6,-0.22,9.7,32.7,Verde,0,6.34,Medio,0,8,3,21,4
RAD-007934,2026-09-07 09:16:19,INT001,Av_Regional_Calle_10,Semaforizada,2,Motocicleta,50,57.9,47.4,7.9,1,0,26.2,235.2,0.02,5.6,18.8,Verde,0,2.51,Bajo,0,6,2,14,2
RAD-017727,2026-09-07 09:16:29,INT005,Av_80_Calle_30,No_semaforizada,2,Camioneta,50,64.2,51.3,14.2,1,0,91.2,54.7,-0.6,8.9,21.5,No_aplica,0,4.17,Medio,0,4,1,9,1
RAD-023190,2026-09-07 09:16:56,INT001,Av_Regional_Calle_10,Semaforizada,2,Camion,50,57.7,-46.1,7.7,1,0,86.7,266.9,1.23,8.2,23.8,Rojo,0,6.81,Alto,0,6,2,14,2
RAD-023731,2026-09-07 09:17:30,INT009,Calle_50_Carrera_43,Semaforizada,4,Automovil,50,47.1,-36.7,0.0,0,0,68.9,341.2,1.21,8.4,20.6,Verde,0,5.84,Medio,0,7,3,20,3
RAD-002411,2026-09-07 09:17:42,INT005,Av_80_Calle_30,No_semaforizada,3,Automovil,50,51.7,38.4,1.7,1,0,71.0,115.1,-0.82,13.0,30.8,No_aplica,0,4.14,Medio,0,4,1,9,1
RAD-005183,2026-09-07 09:18:03,INT011,Carrera_70_Calle_48,Zona_residencial,1,Bus,30,31.8,-26.2,1.8,1,0,73.6,128.5,-2.1,1.6,6.0,No_aplica,0,6.63,Alto,0,6,2,19,3
RAD-023308,2026-09-07 09:18:19,INT011,Carrera_70_Calle_48,Zona_residencial,4,Automovil,30,5.0,-4.1,0.0,0,0,114.0,191.6,-1.07,9.9,22.0,No_aplica,0,6.4,Medio,0,6,2,19,3
RAD-010204,2026-09-07 09:19:07,INT003,Av_El_Poblado_Calle_10,Semaforizada,4,Camioneta,50,56.8,-44.9,6.8,1,0,9.6,273.4,0.59,10.2,37.9,Verde,0,4.66,Medio,0,7,2,18,3
RAD-010527,2026-09-07 09:20:40,INT003,Av_El_Poblado_Calle_10,Semaforizada,1,Camion,50,48.9,45.2,0.0,0,0,46.9,34.1,1.48,6.7,20.7,Verde,0,4.91,Medio,0,7,2,18,3
RAD-001335,2026-09-07 09:21:34,INT002,Av_80_Calle_33,Semaforizada,2,Automovil,50,65.7,50.3,15.7,1,1,43.3,149.1,-0.67,7.9,19.5,Verde,0,6.06,Medio,1,5,1,11,1
